Artist|Title|Lyrics

Kanye West|Niggas in Paris|"  [Produced by Anthony Kilhoffer, Hit-Boy, Kanye West & Mike Dean]  [Intro: Blades of Glory sample] “We're going to skate to one song, one song only” Ball so hard mothafuckas wanna fine me  [Verse 1: Jay Z] So I ball so hard mothafuckas wanna fine me First niggas gotta find me What's 50 grand to a mothafucker like me? Can you please remind me? (Ball so hard) This shit crazy Y'all don't know that don't shit faze me The Nets could go 0 for 82 And I'd look at you like this shit gravy (Ball so hard) This shit weird We ain't even s'posed to be here (Ball so hard) Since we here it's only right that we'd be fair Psycho: I'm liable to go Michael, take your pick Jackson, Tyson, Jordan, Game 6 (Ball so hard) Got a broken clock, Rollies that don't tick tock Audemars that's losing time Hidden behind all these big rocks (Ball so hard) I'm shocked too I'm supposed to be locked up too If you escaped what I've escaped You'd be in Paris getting fucked up too (Ball so hard) Let’s get faded Le Meurice for like six days Gold bottles, scold models, spillin’ Ace on my sick J’s (Ball so hard) Bitch, behave, just might let you meet 'Ye Chi town's D. Rose, I’m moving the Nets to BK  [Hook: Jay Z and (Kanye)] Ball so hard mothafuckas want to fine me (That shit cray, that shit cray, that shit cray) Ball so hard mothafuckas want to fine me (That shit cray, that shit cray, that shit cray)  [Verse 2: Kanye and (Jay Z)] She said, ""'Ye, can we get married at the mall?"" I said, ""Look, you need to crawl 'fore you ball Come and meet me in the bathroom stall And show me why you deserve to have it all."" (Ball so hard) That shit cray, ain’t it Jay? (Ball so hard) What she order, fish fillet? (Ball so hard) ""Your whip so cold"" – this old thing? (Ball so hard) Act like you’ll ever be around mothafuckas like this again Bougie girl, grab my hand Fuck that bitch; she don’t wanna dance Excuse my French, but I’m in France, I’m just sayin' Prince Williams ain’t do it right if you ask me ‘Cause I was him I would have married Kate and Ashley What’s Gucci, my nigga? What’s Louis, my killa? What’s drugs, my dealer? What’s that jacket, Margiela? Doctors say I’m the illest ‘Cause I’m suffering from realness Got my niggas in Paris and they going gorillas, huh  [Interlude] “I don't even know what that means (No one knows what it means, but it's provocative) No, it's not, it's gross (Gets the people going)”  [Hook: Jay Z] Ball so hard mothafuckas want to fine me Ball so hard mothafuckas want to fine me  [Outro: Kanye and (Jay Z)] You are now watching the throne Don't let me get in my zone Don't let me get in my zone Don't let me get in my zone These other niggas is lyin' Actin’ like the summer ain’t mine (I got that hot bitch in my home) You know how many hot bitches I own? Don't let me get in my zone, don't let me get in my zone Don't let me get in my zone, don't let me get in my zone The stars is in the building, they hands is to the ceiling I know I’m 'bout to kill it; how you know? I got that feeling You are now watching the throne, don't let me into my zone Don't let me into my zone (I’m definitely in my zone) (zone zone zone zone...)  "

Kanye West|Father Stretch My Hands Pt. 1|  [Intro: Pastor T.L. Barrett] You're the only power (power) You're the only power that can You're the only power (power) You're the only power that can Ooooooo, ooooooo, oooooo Other help  [Producer Tag: Future] If young Metro don't trust you I'm gon' shoot you  [Pre-Hook: Kid Cudi] Beautiful morning, you're the sun in my morning babe Nothing unwanted Beautiful morning, you're the sun in my morning babe Nothing unwanted  [Hook: Kanye West] Just wanna feel liberated, I, I, I I just wanna feel liberated, I, I, I If I ever instigated, I am sorry Tell me who in here can relate, I, I, I  [Verse: Kanye West] Now if I fuck this model And she just bleached her asshole And I get bleach on my T-shirt I'ma feel like an asshole I was high when I met her We was down in Tribeca She get under your skin if you let her She get under your skin if you-uh I don't even wanna talk about it I don't even wanna talk about it I don't even wanna say nothin' Everybody gon' say somethin' I'd be worried if they said nothin' Remind me where I know you from? She looking like she owe you some You know just what we want I wanna wake up with you in my Beautiful morning  [Pre-Hook: Kid Cudi] Beautiful morning, you're the sun in my morning babe Nothing unwanted Beautiful morning, you're the sun in my morning babe Nothing unwanted  [Hook: Kanye West] Just want to feel liberated, I, I, I I just want to feel liberated, I, I, I If I ever instigated I am sorry Tell me who in here can relate, I, I, I  

Kanye West|Clique|  [Produced by Kanye West, Hit-Boy, Anthony Kilhoffer, and Noah Goldstein]  [Intro: James Fauntleroy] What of the dollar you murdered for? Is that the one fighting for your soul? Or your brother's the one that you're running from? But if you got money, fuck it, ‘cause I want some  [Big Sean] B-I-G, who fuckin' with me? Oh God! Okay  [Hook: Big Sean] Ain't nobody fuckin' with my clique Clique, clique, clique, clique Ain't nobody fresher than my muh'fuckin' clique Clique, clique, clique, clique As I look around, they don't do it like my clique Clique, clique, clique, clique And all these bad bitches, man They want the, they want the, they want the  [Verse 1: Big Sean] (B-I-G, oh God! Go) I tell a bad bitch do whatever I say My block behind me, like I'm coming out the driveway It's grind day, from Friday to next Friday I been up straight for nine days, I need a spa day (spa day) Yup, she tryin' to get me that poon-tang I might let my crew bang, my crew deeper than Wu-Tang I'm rollin' with... fuck I'm saying? Girl, you know my crew name You know 2 Chainz? Scrrr! I'm pullin' up in that Bruce Wayne But I'm the fuckin' villain Man, they kneelin' when I'm walking in the buildin' Freaky women I be feelin' from the bank accounts I'm fillin' What a feelin'! Ah man, they gotta be Young player from the D That's killing everything that he see for the dough  [Chorus: Big Sean] Ain't nobody fuckin' with my clique Clique, clique, clique, clique Ain't nobody fresher than my muh'fuckin' clique Clique, clique, clique, clique As I look around, they don't do it like my clique Clique, clique, clique, clique And all these bad bitches, man They want the, they want the, they want the  [Verse 2: Jay Z] (Click clack, stick 'em up!) Yeah, I'm talkin' Ye, yeah, I'm talkin' Rih Yeah, I'm talkin' B, nigga, I'm talkin' me Yeah, I'm talkin' bossy, I ain't talkin' Kelis Your money too short, you can't be talking to me Yeah, I'm talkin' LeBron, we ball in our family tree G.O.O.D. Music drug-dealing cousin Ain't nothin' fuckin' with we, me Turn that 62 to 125, 125 to a 250 250 to a half a million, ain't nothin' nobody can do with me Now, who with me? ¡Vámonos! Call me Hov or Jefe Translation: I'm the shit, least that what my neck say Least that what my check say, lost my homie for a decade Nigga down for like 12 years Ain't hug his son since the second grade Uh, he never told—who he gonna tell? We top of the totem pole It's the Dream Team meets the Supreme Team And all our eyes green, it only means one thing You ain't fuckin' with the clique  [Hook: Big Sean] Ain't nobody fuckin' with my clique Clique, clique, clique, clique Ain't nobody fresher than my muh'fuckin' clique Clique, clique, clique, clique As I look around, they don't do it like my clique Clique, clique, clique, clique And all these bad bitches, man They want the, they want the, they want the  [Verse 3: Kanye West] Break records at Louis, ate breakfast at Gucci My girl a superstar all from a home movie Bow on our arrival, the un-American idols What niggas did in Paris, got 'em hangin' off the Eiffel Yeah, I'm talkin' business, we talkin' CIA I'm talkin' George Tenet, I seen him the other day He asked me about my Maybach, think he had the same Except mine tinted and his might have been rented You know, white people get money, don't spend it Or maybe they get money, buy a business I rather buy 80 gold chains and go ign'ant I know Spike Lee gon' kill me, but let me finish Blame it on the pigment, we livin' no limits Them gold Master P ceilings was just a figment Of our imagination, MTV cribs Now I'm lookin' at a crib right next to where TC lives That's Tom Cruise, whatever she accuse He wasn't really drunk, he just had a frew brews Pass the refreshments, a cool, cool beverage Everything I do need a news crew's presence Speedboat swerve, homie, watch out for the waves I'm way too black to burn from sunrays So I just meditate at the home in Pompeii About how I could build a new Rome in one day Every time I'm in Vegas they screamin' like he's Elvis But I just wanna design hotels and nail it Shit is real, got me feelin' Israelian Like Bar Refaeli, or Gisele—no, that's Brazilian Went through, deep depression when my mama passed Suicide, what kinda talk is that? But I been talkin' to God for so long That if you look at my life I guess he's talkin' back Fuckin' with my clique  [Outro: Big Sean] Ain't nobody fresher than my muh'fuckin' clique As I look around, they don't do it like my clique And all these bad bitches, man They want the, they want the, they want the Go!  

Kanye West|Bound 2|  [Produced by Kanye West and Che Pope with additional production from Eric Danchild, Noah Goldstein, No ID and Mike Dean]  [Video directed by Nick Knight]  [Intro] I know you're tired of lovin', of lovin' With nobody to love, nobody, nobody Just grab somebody, no leavin' this party With nobody to love, nobody, no- (Uh-huh, honey)  [Bridge: Kanye West] All them other niggas lame, and you know it now When a real nigga hold you down, you supposed to drown Bound...  [Hook] Bound to fall in love Bound to fall in love (Uh-huh, honey)  [Verse 1: Kanye West] What you doin' in the club on a Thursday? She say she only here for her girl birthday They ordered champagne but still look thirsty Rock Forever 21 but just turned thirty I know I got a bad reputation Walking-round-always-mad reputation Leave-a-pretty-girl-sad reputation Start a Fight Club, Brad reputation I turnt the nightclub out of the basement I'll turn the plane 'round, your ass keep complainin' How you gon' be mad on vacation? Dutty wining 'round all these Jamaicans Uh, this that prom shit This that what-we-do-don't-tell-your-mom shit This that red-cup-all-on-the-lawn shit Got a fresh cut, straight out the salon, bitch  [Bridge: Charlie Wilson] I know you're tired of lovin', of lovin' With nobody to love, nobody, nobody (Uh-huh, honey)  [Bridge: Kanye West] Close your eyes and let the word paint a thousand pictures One good girl is worth a thousand bitches  [Hook] Bound to fall in love Bound to fall in love (Uh-huh, honey)  [Verse 2: Kanye West] I wanna fuck you hard on the sink After that, give you somethin' to drink Step back, can't get spunk on the mink I mean damn, what would Jeromey Romey Romey Rome think? Hey, you remember where we first met? Okay, I don't remember where we first met But hey, admittin' is the first step And hey, you know ain't nobody perfect And I know, with the hoes I got the worst rep But hey, their backstroke I'm tryna perfect And hey, ayo, we made it: Thanksgivin' So hey, maybe we can make it to Christmas She asked me what I wished for on my wishlist Have you ever asked your bitch for other bitches? Maybe we could still make it to the church steps But first, you gon' remember how to forget After all these long-ass verses I'm tired, you tired, Jesus wept  [Bridge: Charlie Wilson] I know you're tired of lovin', of lovin' With nobody to love, nobody, nobody So just grab somebody, no leavin' this party With nobody to love, nobody, nobody (Uh-huh, honey)  [Bridge: Kanye West] Jerome's in the house, watch your mouth Jerome's in the house, watch your mouth Bound Bound  [Hook] Bound to fall in love Bound to fall in love (Uh-huh, honey)  

Kanye West|Ultralight Beam|"  [Intro: Samoria Green & Natalie Green] (Yes, God) We don't want no devils in the house, God (Yes, Lord) We want the lord (Yes, Jesus) And that's it (Yes, God) Hallej- hand over Satan (Yes, Jesus) Jesus praise the Lord (Yes, God) Hallelujah, God (Yes, God) We don't want no devils in the house, God (Yes, Lord) We want the lord (Yes, Jesus) And that's it (Yes, God) Hallej- hand over Satan (Yes, Jesus) Jesus praise the Lord (Yes, God)  [Hook 1: Kanye West & The-Dream] I'm tryna keep my faith We on an ultralight beam We on an ultralight beam This is a God dream This is a God dream This is everything This is everything Deliver us serenity Deliver us peace Deliver us loving We know we need it You know we need it You know we need it That's why we need you now, oh, I Pray for Paris Pray for the parents This is a God dream This is a God dream This is a God dream We on an ultralight beam We on an ultralight beam This is a God dream This is a God dream This is everything Everything (Thing, thing, thing)  [Chorus: The-Dream & Choir] I'm tryna keep my faith But I'm looking for more Somewhere I can feel safe And end my holy war I'm tryna keep my faith  [Verse 1: Kelly Price (Choir)] So why send oppression not blessings? Why, oh why'd you do me wrong? (More) You persecute the weak Because it makes you feel so strong (To save) Don't have much strength to fight So I look to the light (War) To make these wrongs turn right Head up high, I look to the light Hey, 'cause I know that you'll make everything alright And I know that you'll take good care of your child Oh, no longer am afraid of the night 'Cause I, I look to the light  [Verse 2: Chance The Rapper] When they come for you, I will shield your name I will field their questions, I will feel your pain No one can judge They don't, they don't know They don't know Foot on the Devil's neck 'til it drifted Pangaea I'm moving all my family  from Chatham to Zambia Treat the demons just like Pam I mean I fuck with your friends, but damn, Gina I been this way since Arthur was anteater Now they wanna hit me with the woo wap, the bam Tryna snap  photos of familia My daughter look just like Sia, you can't see her You can feel the lyrics, the spirit coming in braille Tubman of the underground, come and follow the trail I made Sunday Candy, I'm never going to hell I met Kanye West, I'm never going to fail He said let's do a good ass job with Chance three I hear you gotta sell it to snatch the Grammy Let's make it so free and the bars so hard That there ain't one gosh darn part you can't tweet This is my part, nobody else speak This is my part, nobody else speak This little light of mine Glory be to God, yeah I'ma make sure that they go where they can't go If they don't wanna ride I'ma still give them raincoats Know what God said when he made the first rainbow Just throw this at the end if I'm too late for the intro Ugh, I'm just having fun with it You know that a nigga was lost I laugh in my head 'Cause I bet that my ex looking back like a pillar of salt Ugh, 'cause they'll flip the script on your ass like Wesley and Spike You cannot mess with the light Look at lil' Chano from 79th  [Hook 2: Kanye West] We on an ultralight beam We on an ultralight beam This is a God dream This is a God dream This is everything Everything  [Chorus: The-Dream (Natalie Is Great) & Choir] Yes, God Hallelujah I'm tryna keep my faith (Yes, Jesus) But I'm looking for more Somewhere I can feel safe And end my holy war  [Outro: Kirk Franklin & Choir] Father, this prayer is for everyone that feels they're not good enough This prayer's for everybody that feels like they're too messed up For everyone that feels they've said ""I'm sorry"" too many times You can never go too far when you can't come back home again That's why I need... Faith, more, safe, war  "

Kanye West|No Church in the Wild|"  [Produced By 88 Keys, Kanye West & Mike Dean]  [Hook: Frank Ocean] Human beings in a mob What's a mob to a king? What's a king to a god? What's a god to a non-believer who don't believe in anything? Will he make it out alive? Alright, alright, no church in the wild  [Verse 1: Jay Z] Tears on the mausoleum floor Blood stains the Colosseum doors Lies on the lips of a priest Thanksgiving disguised as a feast Rolling in the Rolls Royce Corniche Only the doctors got this, I’m hiding from police Cocaine seats All white like I got the whole thing bleached Drug dealer chic I’m wondering if a thug’s prayers reach Is Pious pious cause God loves pious? Socrates asked whose bias do y'all seek? All for Plato, screech I’m out here balling, I know y'all hear my sneaks Jesus was a carpenter, Yeezy laid beats Hova flow the Holy Ghost, get the hell up out your seats Preach  [Hook: Frank Ocean] Human beings in a mob What's a mob to a king? What's a king to a god? What's a god to a non-believer who don't believe in anything? Will he make it out alive? Alright, alright, no church in the wild  [Bridge: The-Dream] I live by you, desire I stand by you, walk through the fire Your love is my scripture Let me into your encryption  [Verse 2: Kanye West] Coke on her black skin made it stripe like a zebra I call that jungle fever You will not control the threesome Just roll the weed up until I get me some We formed a new religion No sins as long as there’s permission And deception is the only felony So never fuck nobody without telling me Sunglasses and Advil Last night was mad real Sun coming up, 5 a.m I wonder if they got cabs still Thinking 'bout the girl in all leopard Who was rubbing the wood like Kiki Shepard Two tattoos: one read ""No Apologies"" The other said ""Love is Cursed by Monogamy"" It’s something that the pastor don’t preach It’s something that a teacher can’t teach When we die, the money we can’t keep But we probably spend it all cause the pain ain’t cheap Preach  [Hook: Frank Ocean] Human beings in a mob What's a mob to a king? What's a king to a god? What's a god to a non-believer who don't believe in anything? Will he make it out alive? Alright, alright, no church in the wild  "

Kanye West|New Slaves|"  [Intro: Swizz Beatz] Chill, chill, chill, chill, chill, chill Chill, chill, chill, chill, chill, chill  [Verse 1: Kanye West] My mama was raised in the era when Clean water was only served to the fairer skin Doin' clothes, you woulda thought I had help But they wasn't satisfied unless I picked the cotton myself You see it's broke nigga racism That's that ""Don't touch anything in the store"" And it's rich nigga racism That's that ""Come in, please buy more"" ""What you want, a Bentley? Fur coat? A diamond chain? All you blacks want all the same things"" Used to only be niggas, now everybody playin' Spendin' everything on Alexander Wang New slaves  [Bridge: Kanye West] You see it's leaders and it's followers But I'd rather be a dick than a swallower You see it's leaders and it's followers But I'd rather be a dick than a swallower  [Verse 2: Kanye West] I throw these Maybach keys I wear my heart on the sleeve I know that we the new slaves I see the blood on the leaves I see the blood on the leaves I see the blood on the leaves I know that we the new slaves I see the blood on the leaves They throwin' hate at me Want me to stay at ease Fuck you and your corporation Y'all niggas can't control me I know that we the new slaves I know that we the new slaves I'm 'bout to wild the fuck out I'm goin' Bobby Boucher I know that pussy ain't free You niggas pussy, ain't me Y'all throwin' contracts at me You know that niggas can't read Throw on some Maybach keys Fuck it, c'est la vie I know that we the new slaves Y'all niggas can't fuck with me Y'all niggas can't fuck with 'Ye Y'all niggas can't fuck with 'Ye I'll move my family out the country So you can't see where I stay So go and grab the reporters So I can smash their recorders See they'll confuse us with some bullshit Like the New World Order Meanwhile the DEA Teamed up with the CCA They tryna lock niggas up They tryna make new slaves See that's that privately owned prison Get your piece today They prolly all in the Hamptons Braggin' 'bout what they made Fuck you and your Hampton house I'll fuck your Hampton spouse Came on her Hampton blouse And in her Hampton mouth Y'all 'bout to turn shit up I'm 'bout to tear shit down I'm 'bout to air shit out Now what the fuck they gon' say now?  [Outro: Kanye West, Frank Ocean & Kóbor János] I won't end this high, not this time again So long, so long, so long, you cannot survive And I'm not dyin', and I can't lose I can't lose, no, I can't lose Cause I can't leave it to you So let's get too high, get too high again (Too high again, too high) Egyszer a Nap úgy elfáradt Elaludt mély zöld tó ölén Az embereknek fájt a sötét Ő megsajnált, eljött közénk  [Produced by Che Pope, Sham Joseph, Ben Bronfman, Noah Goldstein, Travis Scott, Mike Dean & Kanye West]  "

Kanye West|Blood On the Leaves|"  [Produced by TNGHT, Kanye West, Mike Dean, Arca, Carlos ""6 July"" Broady, and 88 Keys]  [Intro: Nina Simone] Strange fruit hangin' from the poplar trees Blood on the leaves  [Verse 1] I just need to clear my mind now It's been racin' since the summertime Now I'm holdin' down the summer now And all I want is what I can't buy now Cause I ain't got the money on me right now And I told you to wait Yeah I told you to wait So I'mma need a little more time now Cause I ain't got the money on me right now And I thought you could wait Yeah, I thought you could wait These bitches surroundin' me All want something out me Then they talk about me Would be lost without me We could've been somebody Thought you'd be different 'bout it Now I know you not it So let's get on with it  [Verse 2] We could've been somebody 'stead you had to tell somebody Let's take it back to the first party When you tried your first molly And came out of your body And came out of your body Running naked down the lobby And you was screamin' that you love me Before the limelight tore ya Before the limelight stole ya Remember we were so young When I would hold you Before the blood on the leaves I know there ain't wrong with me Something strange is happenin'  [Verse 3] You could've been somebody We could've ugh, we could've been somebody Or was it on the first party When we tried our first molly And came out of our body And came out of our body Before they call lawyers Before you tried to destroy us How you gon' lie to the lawyer? It's like I don't even know ya I gotta bring it back to the 'nolia  [Bridge] Fuck them other niggas cause I'm down with my niggas Fuck them other niggas cause I'm down with my niggas Fuck them other niggas cause I'm down with my niggas I ride with my niggas, I'd die for my...  [Verse 4] To all my second string bitches, try and get a baby Trying to get a baby, now you talkin' crazy I don't give a damn if you used to talk to Jay Z He ain't with you, he with Beyoncé, you need to stop actin' lazy She Instagram herself like #BadBitchAlert He Instagram his watch like #MadRichAlert He only wanna see that ass in reverse Two-thousand-dollar bag with no cash in your purse Now you sittin' courtside, wifey on the other side Gotta keep 'em separated, I call that apartheid Then she said she impregnated, that's the night your heart died Then you gotta go and tell your girl and report that Main reason cause your pastor said you can't abort that Now your driver say that new Benz you can't afford that All that cocaine on the table you can't snort that That goin' to that owin' money that the court got All in on that alimony, uh, yeah-yeah, she got you homie, yeah 'til death but do your part, unholy matrimony  [Outro] That summer night holdin' long and long, 'din long Now waiting for the summer rose and (breathe) And breathe and breathe And breathe and breathe And breathe and breathe And live and learn And live and learn And livin' and livin' like I’m lonely Lonely, lonely And livin' all I have And livin' all And live And live  "

Eminem|Rap God|"  [Produced by DVLP]  [Intro sample & Eminem] ""Look, I was gonna go easy on you not to hurt your feelings."" ""But I'm only going to get this one chance."" ""Something's wrong, I can feel it."" Six minutes. Six Minutes. Six minutes, Slim Shady, you're on! ""Just a feeling I've got. Like something is about to happen, but I don't know what. If that means what I think it means, we're in trouble, big trouble; and if he is as bananas as you say, I'm not taking any chances."" ""You are just what the doc ordered.""  [Hook 1] I'm beginning to feel like a Rap God, Rap God All my people from the front to the back nod, back nod Now, who thinks their arms are long enough to slap box, slap box? They said I rap like a robot, so call me Rap-bot  [Verse 1] But for me to rap like a computer it must be in my genes I got a laptop in my back pocket My pen'll go off when I half-cock it Got a fat knot from that rap profit Made a livin' and a killin' off it Ever since Bill Clinton was still in office With Monica Lewinsky feelin' on his nutsack I'm an MC still as honest But as rude and as indecent as all hell Syllables, skill-a-holic (kill 'em all with) This flippity dippity-hippity hip-hop You don't really wanna get into a pissin' match With this rappity brat, packin' a MAC in the back of the Ac' Backpack rap crap, yap-yap, yackety-yack And at the exact same time I attempt these lyrical acrobat stunts while I'm practicin' that I'll still be able to break a motherfuckin' table Over the back of a couple of faggots, and crack it in half Only realized it was ironic, I was signed to Aftermath after the fact How could I not blow? All I do is drop F-bombs Feel my wrath of attack Rappers are havin' a rough time period, here's a maxi pad It's actually disastrously bad for the wack While I'm masterfully constructing this master piece  [Hook 2] I'm beginning to feel like a Rap God, Rap God All my people from the front to the back nod, back nod Now, who thinks their arms are long enough to slap box, slap box? Let me show you maintaining this shit ain't that hard, that hard Everybody want the key and the secret To rap immortality like I have got  [Verse 2] Well, to be truthful the blueprint's Simply rage and youthful exuberance Everybody loves to root for a nuisance Hit the Earth like an asteroid Did nothing but shoot for the Moon since (Pew!) MC's get taken to school with this music 'Cause I use it as a vehicle to ""bust a rhyme"" Now I lead a new school full of students Me? I'm a product of Rakim Lakim Shabazz, 2Pac, N.W.A, Cube, hey Doc, Ren Yella, Eazy, thank you, they got Slim Inspired enough to one day grow up, blow up and be in a position To meet Run–D.M.C. and induct them Into the motherfuckin' Rock and Roll Hall of Fame Even though I'll walk in the church and burst in a ball of flames Only Hall of Fame I'll be inducted in is the alcohol of fame On the wall of (shame) You fags think it's all a game, 'til I walk a flock of flames Off a plank and, tell me what in the fuck are you thinkin'? Little gay-looking boy So gay I can barely say it with a straight face, looking boy You're witnessing a massacre Like you're watching a church gathering take place, looking boy ""Oy vey, that boy's gay!"", that's all they say, looking boy You get a thumbs up, pat on the back And a ""way to go"" from your label every day, looking boy Hey, looking boy! What you say, looking boy? I get a ""hell yeah"" from Dre, looking boy I'ma work for everything I have, never ask nobody for shit Get outta my face, looking boy! Basically, boy, you're never gonna be capable Of keeping up with the same pace, looking boy, 'cause—  [Hook 3] I'm beginning to feel like a Rap God, Rap God All my people from the front to the back nod, back nod The way I'm racing around the track, call me NASCAR, NASCAR Dale Earnhardt of the trailer park, the White Trash God Kneel before General Zod This planet's Krypton – no, Asgard, Asgard  [Verse 3] So you be Thor and I'll be Odin You rodent, I'm omnipotent Let off, then I'm reloadin' Immediately with these bombs I'm totin' And I should not be woken I'm the walking dead, but I'm just a talking head, a zombie floatin' But I got your mom deep-throatin' I'm out my Ramen Noodle We have nothin' in common, poodle I'm a Doberman, pinch yourself in the arm and pay homage, pupil It's me, my honesty's brutal But it's honestly futile if I don't utilize what I do though For good at least once in a while So I wanna make sure, somewhere in this chicken scratch I scribble and doodle enough rhymes To maybe try to help get some people through tough times But I gotta keep a few punchlines Just in case, 'cause even you unsigned Rappers are hungry looking at me like it's lunchtime I know there was a time where once I Was king of the underground But I still rap like I'm on my Pharoahe Monch grind So I crunch rhymes, but sometimes when you combine Appeal with the skin color of mine You get too big and here they come tryin' To censor you, like that one line I said on ""I'm Back"" from The Mathers LP 1 when I Tried to say I'll take seven kids from Columbine Put 'em all in a line, add an AK-47, a revolver and a 9 See if I get away with it now that I ain't as big as I was, but I'm Morphin' into an immortal, comin' through the portal You're stuck in a time warp from 2004 though And I don't know what the fuck that you rhyme for You're pointless as Rapunzel with fuckin' cornrows You write normal? Fuck being normal! And I just bought a new raygun from the future Just to come and shoot ya, like when Fabolous made Ray J mad 'Cause Fab said he looked like a fag at Mayweather's pad Singin' to a man while they played piano Man, oh man, that was a 24/7 special on the cable channel So Ray J went straight to the radio station The very next day, ""Hey Fab, I'ma kill you!"" Lyrics comin' at you at supersonic speed (J.J. Fad) Uh, summa-lumma, dooma-lumma, you assumin' I'm a human What I gotta do to get it through to you? I'm superhuman Innovative and I'm made of rubber, so that anything you say is ricocheting off of me and it'll glue to you and I'm devastating, more than ever demonstrating How to give a motherfuckin' audience a feeling like it's levitating Never fading, and I know the haters are forever waiting For the day that they can say I fell off, they'll be celebrating 'Cause I know the way to get 'em motivated I make elevating music, you make elevator music ""Oh, he's too mainstream."" Well, that's what they do when they get jealous, they confuse it ""It's not hip-hop, it's pop,"" because I found a hella way to fuse it With rock, shock rap with Doc Throw on ""Lose Yourself"" and make 'em lose it ""I don't know how to make songs like that I don't know what words to use."" Let me know when it occurs to you While I'm rippin' any one of these verses that versus you It's curtains, I'm inadvertently hurtin' you How many verses I gotta murder to Prove that if you were half as nice Your songs you could sacrifice virgins to? Ungh, school flunky, pill junkie But look at the accolades these skills brung me Full of myself, but still hungry I bully myself 'cause I make me do what I put my mind to And I'm a million leagues above you Ill when I speak in tongues, but it's still tongue-in-cheek, fuck you! I'm drunk – so Satan, take the fuckin' wheel! I'm asleep in the front seat Bumpin' Heavy D and the Boyz, still ""Chunky but Funky"" But in my head there's something I can feel tugging and struggling Angels fight with devils, and here's what they want from me They're asking me to eliminate some of the women hate But if you take into consideration the bitter hatred I have, then you may be a little patient And more sympathetic to the situation And understand the discrimination But fuck it, life's handin' you lemons, make lemonade then! But if I can't batter the women How the fuck am I supposed to bake them a cake then? Don't mistake him for Satan; it's a fatal mistake If you think I need to be overseas and take a vacation To trip a broad, and make her fall on her face and Don't be a retard – be a king? Think not Why be a king when you can be a god?  "

Eminem|The Monster|  [Chorus: Rihanna] I'm friends with the monster that's under my bed Get along with the voices inside of my head You're tryin' to save me, stop holdin' your breath And you think I'm crazy, yeah, you think I'm crazy  [Verse 1: Eminem] I wanted the fame but not the cover of Newsweek Oh well, guess beggars can't be choosey Wanted to receive attention for my music Wanted to be left alone in public, excuse me For wantin' my cake, and eat it too, and wantin' it both ways Fame made me a balloon ‘cause my ego inflated When I blew, see, but it was confusing ‘Cause all I wanted to do's be the Bruce Lee of loose leaf Abused ink, used it as a tool when I blew steam Ooh! Hit the lottery, ooh-wee! But with what I gave up to get it was bittersweet It was like winnin' a used mink Ironic ‘cause I think I'm gettin' so huge I need a shrink I'm beginnin' to lose sleep: one sheep, two sheep Going coo-coo and kooky as Kool Keith But I'm actually weirder than you think, ‘cause I'm—  [Chorus: Rihanna] I'm friends with the monster that's under my bed Get along with the voices inside of my head You're tryin' to save me, stop holdin' your breath And you think I'm crazy, yeah, you think I'm crazy Well, that’s nothin' Well, that’s nothin'  [Verse 2: Eminem] Now, I ain't much of a poet But I know somebody once told me to seize the moment And don't squander it ‘Cause you never know when it all could be over tomorrow So I keep conjurin' Sometimes I wonder where these thoughts spawn from Yeah, ponderin' will do you wonders No wonder you're losing your mind, the way it wanders Yodel-odel-ay-hee-hoo! I think it went wanderin' off down yonder And stumbled onto Jeff VanVonderen ‘Cause I need an interventionist To intervene between me and this monster And save me from myself and all this conflict ‘Cause the very thing that I love's killing me And I can't conquer it My OCD is conkin' me in the head, keep knockin' Nobody's home, I'm sleepwalkin' I'm just relayin' what the voice in my head's sayin' Don't shoot the messenger, I'm just friends with the—  [Chorus: Rihanna] I'm friends with the monster that's under my bed Get along with the voices inside of my head You're tryin' to save me, stop holdin' your breath And you think I'm crazy, yeah, you think I'm crazy Well, that’s nothin' Well, that’s nothin'  [Verse 3: Eminem] Call me crazy, but I have this vision One day that I'll walk amongst you a regular civilian But until then, drums get killed and I'm comin' straight at MC's, blood gets spilled and I'll take it back to the days that I'd get on a Dre track Give every kid who got played that pumped-up feelin' And shit to say back to the kids who played him I ain't here to save the fuckin' children But if one kid out of a hundred million Who are going through a struggle feels it And relates, that's great, it's payback, Russell Wilson Falling way back in the draft Turn nothin' into somethin', still can Make that, straw into gold chump, I will spin Rumpelstiltskin in a haystack Maybe I need a straight jacket, face facts I am nuts for real, but I'm okay with that It's nothin', I'm still friends with the—  [Chorus: Rihanna] I'm friends with the monster that's under my bed Get along with the voices inside of my head You're tryin' to save me, stop holdin' your breath And you think I'm crazy, yeah, you think I'm crazy I'm friends with the monster that's under my bed Get along with the voices inside of my head You're tryin' to save me, stop holdin' your breath And you think I'm crazy, yeah, you think I'm crazy Well, that’s nothin' Well, that’s nothin'  

